informe,comunidad autónoma,dosis Pfizer,dosis Pfizer pediátrica,dosis Moderna,dosis AstraZeneca,dosis Janssen,dosis entregadas,dosis administradas,% sobre entregadas,personas con al menos una dosis,personas con pauta completa,% pautas incompletas,personas con dosis adicionales,última vacuna registrada
10/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.650.862,"89,8%",5.776.550,5.505.287,,,09/09/2021
10/09/2021,C. Valenciana,5.719.150,,1.213.700,863.900,307.250,8.104.000,7.351.728,"90,7%",4.010.509,3.786.786,,,09/09/2021
10/09/2021,Extremadura,1.210.445,,218.200,186.000,51.750,1.666.395,1.638.336,"98,3%",885.410,836.850,,,09/09/2021
10/09/2021,Galicia,3.102.379,,507.400,573.400,122.700,4.305.879,4.196.907,"97,5%",2.273.521,2.126.193,,,09/09/2021
10/09/2021,La Rioja,369.785,,67.600,53.300,15.200,505.885,459.737,"90,9%",253.465,239.466,,,09/09/2021
10/09/2021,Madrid,7.602.579,,1.645.800,1.220.900,381.450,10.850.729,9.356.343,"86,2%",5.190.132,4.838.632,,,09/09/2021
10/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.144.043,"89,1%",1.161.977,1.102.007,,,09/09/2021
10/09/2021,Navarra,734.325,,151.500,136.600,32.750,1.055.175,946.039,"89,7%",514.394,493.408,,,09/09/2021
10/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.223.182,"90,4%",1.772.377,1.664.223,,,09/09/2021
10/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,106.731,"76,1%",58.932,54.662,,,09/09/2021
10/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,97.507,"69,1%",54.798,51.574,,,09/09/2021
10/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,171.984,"81,0%",91.951,86.317,,,09/09/2021
10/09/2021,Sanidad Exterior,0,,4.630,0,2.785,7.415,5.138,"69,3%",3.760,3.471,,,09/09/2021
10/09/2021,Totales,52.895.871,,10.752.730,9.467.700,2.555.760,75.672.061,68.205.694,"90,1%",37.126.744,35.070.311,,,
13/09/2021,Andalucía,9.306.270,,2.019.600,1.805.800,525.450,13.657.120,12.393.078,"90,7%",6.688.316,6.379.575,,,12/09/2021
13/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.929.403,"91,3%",1.048.230,1.002.420,,,10/09/2021
13/09/2021,Asturias,1.200.155,,162.000,235.900,49.700,1.647.755,1.632.477,"99,1%",866.655,838.075,,,12/09/2021
13/09/2021,Baleares,1.272.150,,305.100,256.400,62.400,1.896.050,1.548.892,"81,7%",834.604,802.954,,,12/09/2021
13/09/2021,Canarias,2.324.760,,574.700,503.700,133.650,3.536.810,3.062.180,"86,6%",1.647.019,1.578.286,,,12/09/2021
13/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,862.910,"92,6%",471.288,431.948,,,12/09/2021
13/09/2021,Castilla y León,2.817.075,,412.400,481.200,112.850,3.823.525,3.628.666,"94,9%",1.962.093,1.866.607,,,11/09/2021
13/09/2021,Castilla - La Mancha,2.280.195,,446.800,411.700,101.375,3.240.070,2.920.640,"90,1%",1.590.562,1.491.459,,,12/09/2021
13/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.689.932,"90,1%",5.795.324,5.534.652,,,12/09/2021
13/09/2021,C. Valenciana,5.719.150,,1.213.700,863.900,307.250,8.104.000,7.364.990,"90,9%",4.012.918,3.797.871,,,11/09/2021
13/09/2021,Extremadura,1.210.445,,218.200,186.000,51.750,1.666.395,1.647.710,"98,9%",886.315,845.629,,,11/09/2021
13/09/2021,Galicia,3.102.379,,507.400,573.400,122.700,4.305.879,4.227.446,"98,2%",2.285.548,2.146.897,,,11/09/2021
13/09/2021,La Rioja,369.785,,67.600,53.300,15.200,505.885,460.677,"91,1%",253.527,240.369,,,10/09/2021
13/09/2021,Madrid,7.602.579,,1.645.800,1.220.900,381.450,10.850.729,9.391.925,"86,6%",5.207.715,4.861.831,,,12/09/2021
13/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.153.224,"89,4%",1.164.876,1.108.795,,,12/09/2021
13/09/2021,Navarra,734.325,,151.500,136.600,32.750,1.055.175,952.170,"90,2%",516.207,498.706,,,12/09/2021
13/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.239.430,"90,8%",1.775.557,1.678.662,,,12/09/2021
13/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,107.049,"76,3%",59.086,54.953,,,10/09/2021
13/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,97.879,"69,4%",55.158,51.806,,,10/09/2021
13/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,170.797,"80,5%",91.704,85.349,,,10/09/2021
13/09/2021,Sanidad Exterior,0,,4.630,0,2.785,7.415,5.208,"70,2%",3.805,3.540,,,10/09/2021
13/09/2021,Totales,52.895.871,,10.752.730,9.467.700,2.555.760,75.672.061,68.486.683,"90,5%",37.216.507,35.300.384,,,
14/09/2021,Andalucía,9.306.270,,2.019.500,1.603.000,463.400,13.392.170,12.393.104,"92,5%",6.688.341,6.379.575,,,12/09/2021
14/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.930.321,"91,3%",1.048.470,1.003.195,,,13/09/2021
14/09/2021,Asturias,1.200.155,,162.000,220.900,49.700,1.632.755,1.635.337,"100,2%",866.826,840.781,,,13/09/2021
14/09/2021,Baleares,1.272.150,,305.100,256.400,62.400,1.896.050,1.551.774,"81,8%",836.068,804.744,,,13/09/2021
14/09/2021,Canarias,2.324.760,,574.700,455.800,133.650,3.488.910,3.066.401,"87,9%",1.648.346,1.581.537,,,13/09/2021
14/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,862.910,"92,6%",471.288,431.948,,,12/09/2021
14/09/2021,Castilla y León,2.819.415,,412.400,481.200,112.850,3.825.865,3.636.901,"95,1%",1.964.029,1.873.615,,,13/09/2021
14/09/2021,Castilla - La Mancha,2.256.795,,446.800,411.700,101.375,3.216.670,2.926.329,"91,0%",1.591.587,1.496.368,,,13/09/2021
14/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.710.739,"90,3%",5.805.268,5.547.164,,,13/09/2021
14/09/2021,C. Valenciana,5.719.150,,1.213.650,863.900,213.450,8.010.150,7.390.399,"92,3%",4.014.050,3.822.282,,,13/09/2021
14/09/2021,Extremadura,1.216.295,,218.200,186.000,51.750,1.672.245,1.650.403,"98,7%",886.585,848.287,,,13/09/2021
14/09/2021,Galicia,3.117.589,,507.400,573.400,122.700,4.321.089,4.256.770,"98,5%",2.287.312,2.174.764,,,13/09/2021
14/09/2021,La Rioja,369.785,,67.600,53.300,15.200,505.885,462.880,"91,5%",254.012,242.245,,,13/09/2021
14/09/2021,Madrid,7.602.579,,1.645.800,1.220.900,381.450,10.850.729,9.414.293,"86,8%",5.212.747,4.880.315,,,13/09/2021
14/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.153.224,"89,4%",1.164.876,1.108.797,,,12/09/2021
14/09/2021,Navarra,734.325,,151.500,136.600,32.750,1.055.175,952.356,"90,3%",516.350,498.826,,,13/09/2021
14/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.243.745,"91,0%",1.776.920,1.682.504,,,13/09/2021
14/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,107.449,"76,6%",59.220,55.251,,,13/09/2021
14/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,98.104,"69,5%",55.363,51.865,,,13/09/2021
14/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,170.910,"80,5%",91.736,85.453,,,13/09/2021
14/09/2021,Sanidad Exterior,0,,4.680,0,3.285,7.965,5.232,"65,7%",3.826,3.562,,,13/09/2021
14/09/2021,Totales,52.895.871,,10.752.630,9.202.000,2.400.410,75.250.911,68.619.581,"91,2%",37.243.220,35.413.078,,,
15/09/2021,Andalucía,9.306.270,,2.019.500,1.603.000,463.400,13.392.170,12.453.918,"93,0%",6.708.894,6.430.584,,,14/09/2021
15/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.933.344,"91,5%",1.049.503,1.005.575,,,14/09/2021
15/09/2021,Asturias,1.200.155,,162.000,220.900,49.700,1.632.755,1.636.690,"100,2%",866.927,842.052,,,14/09/2021
15/09/2021,Baleares,1.272.150,,305.100,256.400,62.400,1.896.050,1.554.338,"82,0%",837.269,806.435,,,14/09/2021
15/09/2021,Canarias,2.324.760,,574.700,455.800,133.650,3.488.910,3.070.331,"88,0%",1.649.531,1.584.593,,,14/09/2021
15/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,873.252,"93,7%",472.037,441.770,,,14/09/2021
15/09/2021,Castilla y León,2.819.415,,412.400,481.200,112.850,3.825.865,3.648.481,"95,4%",1.968.511,1.881.226,,,14/09/2021
15/09/2021,Castilla - La Mancha,2.256.795,,446.800,411.700,101.375,3.216.670,2.931.269,"91,1%",1.592.867,1.500.352,,,14/09/2021
15/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.727.914,"90,4%",5.813.881,5.556.522,,,14/09/2021
15/09/2021,C. Valenciana,5.719.150,,1.213.650,863.900,213.450,8.010.150,7.418.746,"92,6%",4.022.615,3.841.785,,,14/09/2021
15/09/2021,Extremadura,1.216.295,,218.200,186.000,51.750,1.672.245,1.654.946,"99,0%",887.204,852.519,,,14/09/2021
15/09/2021,Galicia,3.117.589,,507.400,573.400,122.700,4.321.089,4.277.868,"99,0%",2.289.078,2.194.429,,,14/09/2021
15/09/2021,La Rioja,369.785,,67.600,53.300,15.200,505.885,464.388,"91,8%",254.200,243.623,,,14/09/2021
15/09/2021,Madrid,7.602.579,,1.645.800,1.220.900,381.450,10.850.729,9.434.500,"86,9%",5.217.036,4.897.570,,,14/09/2021
15/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.159.083,"89,7%",1.167.107,1.112.873,,,14/09/2021
15/09/2021,Navarra,734.325,,151.500,136.600,32.750,1.055.175,953.688,"90,4%",517.207,499.793,,,14/09/2021
15/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.245.482,"91,0%",1.778.863,1.683.330,,,14/09/2021
15/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,107.714,"76,8%",59.353,55.407,,,14/09/2021
15/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,98.224,"69,6%",55.404,51.977,,,14/09/2021
15/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,170.940,"80,5%",91.749,85.472,,,13/09/2021
15/09/2021,Sanidad Exterior,0,,4.680,0,3.285,7.965,5.457,"68,5%",3.966,3.774,,,14/09/2021
15/09/2021,Totales,52.895.871,,10.752.630,9.202.000,2.400.410,75.250.911,68.820.573,"91,5%",37.303.202,35.571.661,,,
16/09/2021,Andalucía,9.306.270,,2.019.500,1.603.000,463.400,13.392.170,12.485.606,"93,2%",6.718.892,6.457.423,,,15/09/2021
16/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.941.382,"91,9%",1.051.495,1.012.266,,,15/09/2021
16/09/2021,Asturias,1.200.155,,162.000,220.900,49.700,1.632.755,1.639.144,"100,4%",867.365,844.285,,,15/09/2021
16/09/2021,Baleares,1.272.150,,305.100,256.400,62.400,1.896.050,1.555.741,"82,1%",837.722,807.503,,,15/09/2021
16/09/2021,Canarias,2.324.760,,574.700,455.800,133.650,3.488.910,3.073.726,"88,1%",1.650.590,1.587.213,,,15/09/2021
16/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,876.327,"94,1%",472.590,444.278,,,15/09/2021
16/09/2021,Castilla y León,2.819.415,,412.400,481.200,112.850,3.825.865,3.654.875,"95,5%",1.970.283,1.886.940,,,15/09/2021
16/09/2021,Castilla - La Mancha,2.256.795,,446.800,411.700,101.375,3.216.670,2.937.228,"91,3%",1.594.456,1.505.116,,,15/09/2021
16/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.746.459,"90,6%",5.822.939,5.573.911,,,15/09/2021
16/09/2021,C. Valenciana,5.719.150,,1.213.650,863.900,213.450,8.010.150,7.422.367,"92,7%",4.023.583,3.844.699,,,15/09/2021
16/09/2021,Extremadura,1.216.295,,218.200,186.000,51.750,1.672.245,1.658.813,"99,2%",887.545,856.217,,,15/09/2021
16/09/2021,Galicia,3.117.589,,507.400,573.400,122.700,4.321.089,4.278.235,"99,0%",2.289.262,2.194.826,,,15/09/2021
16/09/2021,La Rioja,369.785,,67.600,53.300,15.200,505.885,465.957,"92,1%",254.688,245.361,,,15/09/2021
16/09/2021,Madrid,7.602.579,,1.645.800,1.220.900,381.450,10.850.729,9.458.545,"87,2%",5.222.228,4.918.043,,,15/09/2021
16/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.164.300,"89,9%",1.168.608,1.116.909,,,15/09/2021
16/09/2021,Navarra,734.325,,151.500,136.600,32.750,1.055.175,954.091,"90,4%",517.573,499.988,,,15/09/2021
16/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.259.521,"91,4%",1.780.824,1.696.440,,,15/09/2021
16/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,108.007,"77,0%",59.495,55.625,,,15/09/2021
16/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,98.432,"69,8%",55.588,52.118,,,15/09/2021
16/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,170.978,"80,6%",91.763,85.506,,,15/09/2021
16/09/2021,Sanidad Exterior,0,,4.680,0,3.285,7.965,5.457,"68,5%",3.966,3.774,,,14/09/2021
16/09/2021,Totales,52.895.871,,10.752.630,9.202.000,2.400.410,75.250.911,68.955.191,"91,6%",37.341.455,35.688.441,,,
17/09/2021,Andalucía,9.306.270,,2.019.500,1.603.000,463.400,13.392.170,12.511.703,"93,4%",6.728.143,6.463.863,,,16/09/2021
17/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.946.372,"92,1%",1.052.999,1.016.260,,,16/09/2021
17/09/2021,Asturias,1.200.155,,162.000,220.900,49.700,1.632.755,1.642.121,"100,6%",867.778,846.963,,,16/09/2021
17/09/2021,Baleares,1.272.150,,305.100,256.400,57.600,1.891.250,1.557.909,"82,4%",838.977,808.731,,,16/09/2021
17/09/2021,Canarias,2.324.760,,574.700,455.800,133.650,3.488.910,3.076.768,"88,2%",1.651.530,1.589.575,,,16/09/2021
17/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,880.328,"94,5%",473.230,447.802,,,16/09/2021
17/09/2021,Castilla y León,2.819.415,,412.400,481.200,102.200,3.815.215,3.666.332,"96,1%",1.973.116,1.896.170,,,16/09/2021
17/09/2021,Castilla - La Mancha,2.256.795,,446.800,411.700,101.375,3.216.670,2.943.319,"91,5%",1.596.183,1.509.939,,,16/09/2021
17/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.764.739,"90,7%",5.831.495,5.587.226,,,16/09/2021
17/09/2021,C. Valenciana,5.719.150,,1.213.650,863.900,213.450,8.010.150,7.447.196,"93,0%",4.031.680,3.863.368,,,16/09/2021
17/09/2021,Extremadura,1.216.295,,218.200,186.000,51.750,1.672.245,1.662.986,"99,4%",888.591,859.755,,,16/09/2021
17/09/2021,Galicia,3.117.589,,507.400,573.400,122.700,4.321.089,4.279.929,"99,0%",2.289.577,2.196.670,,,16/09/2021
17/09/2021,La Rioja,369.785,,67.600,53.300,15.200,505.885,466.658,"92,2%",254.962,245.912,,,16/09/2021
17/09/2021,Madrid,7.602.579,,1.645.800,1.220.900,321.450,10.790.729,9.479.101,"87,8%",5.226.964,4.935.474,,,16/09/2021
17/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.170.072,"90,1%",1.170.618,1.121.214,,,16/09/2021
17/09/2021,Navarra,734.325,,151.500,136.600,32.750,1.055.175,955.975,"90,6%",517.786,501.814,,,16/09/2021
17/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.259.521,"91,4%",1.780.824,1.696.440,,,15/09/2021
17/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,108.390,"77,3%",59.681,55.944,,,16/09/2021
17/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,98.432,"69,8%",55.588,52.118,,,15/09/2021
17/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,171.046,"80,6%",91.812,85.548,,,16/09/2021
17/09/2021,Sanidad Exterior,0,,4.680,0,3.285,7.965,5.767,"72,4%",4.224,3.957,,,16/09/2021
17/09/2021,Totales,52.895.871,,10.752.630,9.202.000,2.324.960,75.175.461,69.094.664,"91,9%",37.385.758,35.784.743,,,
20/09/2021,Andalucía,9.306.270,,2.019.500,1.603.000,463.400,13.392.170,12.542.898,"93,7%",6.737.370,6.490.340,,,18/09/2021
20/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.948.925,"92,2%",1.053.671,1.018.424,,,17/09/2021
20/09/2021,Asturias,1.200.155,,162.000,220.900,49.700,1.632.755,1.644.879,"100,7%",868.931,848.881,,,19/09/2021
20/09/2021,Baleares,1.272.150,,305.100,256.400,57.600,1.891.250,1.561.044,"82,5%",839.959,811.179,,,19/09/2021
20/09/2021,Canarias,2.324.760,,574.700,455.800,133.650,3.488.910,3.082.735,"88,4%",1.653.675,1.594.010,,,19/09/2021
20/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,887.135,"95,2%",474.591,453.821,,,19/09/2021
20/09/2021,Castilla y León,2.819.415,,412.400,481.200,102.200,3.815.215,3.676.926,"96,4%",1.976.809,1.912.497,,,18/09/2021
20/09/2021,Castilla - La Mancha,2.256.795,,446.800,411.700,101.375,3.216.670,2.952.083,"91,8%",1.599.074,1.516.321,,,19/09/2021
20/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.795.242,"91,0%",5.845.112,5.615.945,,,19/09/2021
20/09/2021,C. Valenciana,5.719.150,,1.213.650,863.900,213.450,8.010.150,7.450.805,"93,0%",4.032.517,3.866.367,,,19/09/2021
20/09/2021,Extremadura,1.216.295,,218.200,186.000,51.750,1.672.245,1.666.965,"99,7%",889.169,863.450,,,19/09/2021
20/09/2021,Galicia,3.117.589,,507.400,573.400,122.700,4.321.089,4.321.801,"100,0%",2.293.493,2.235.381,,,19/09/2021
20/09/2021,La Rioja,369.785,,67.600,53.300,15.200,505.885,467.002,"92,3%",255.051,246.207,,,17/09/2021
20/09/2021,Madrid,7.602.579,,1.645.800,1.220.900,321.450,10.790.729,9.546.506,"88,5%",5.247.529,4.999.281,,,19/09/2021
20/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.173.120,"90,3%",1.171.730,1.123.389,,,17/09/2021
20/09/2021,Navarra,734.325,,151.500,136.600,32.750,1.055.175,958.545,"90,8%",519.060,504.160,,,19/09/2021
20/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.271.272,"91,7%",1.782.628,1.707.475,,,19/09/2021
20/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,108.895,"77,7%",60.100,56.262,,,18/09/2021
20/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,98.746,"70,0%",55.666,52.402,,,15/09/2021
20/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,171.455,"80,8%",92.088,85.729,,,17/09/2021
20/09/2021,Sanidad Exterior,0,,4.680,0,3.285,7.965,5.850,"73,4%",4.306,4.025,,,17/09/2021
20/09/2021,Totales,52.895.871,,10.752.630,9.202.000,2.324.960,75.175.461,69.332.829,"92,2%",37.452.529,36.005.546,,,
21/09/2021,Andalucía,9.434.970,,2.019.500,1.603.000,463.400,13.520.870,12.542.936,"92,8%",6.737.407,6.490.348,,,18/09/2021
21/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.950.396,"92,3%",1.053.935,1.019.782,,,17/09/2021
21/09/2021,Asturias,1.215.365,,162.000,220.900,49.700,1.647.965,1.645.057,"99,8%",868.965,849.038,,,19/09/2021
21/09/2021,Baleares,1.272.150,,305.100,256.400,57.600,1.891.250,1.564.270,"82,7%",841.905,813.169,,,19/09/2021
21/09/2021,Canarias,2.358.690,,574.700,455.800,133.650,3.522.840,3.086.337,"87,6%",1.654.822,1.596.897,,,19/09/2021
21/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,888.766,"95,4%",475.049,455.174,,,19/09/2021
21/09/2021,Castilla y León,2.847.495,,412.400,481.200,102.200,3.843.295,3.683.532,"95,8%",1.978.655,1.917.674,,,18/09/2021
21/09/2021,Castilla - La Mancha,2.256.795,,446.800,411.700,101.375,3.216.670,2.955.110,"91,9%",1.599.760,1.518.839,,,19/09/2021
21/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.808.453,"91,1%",5.850.451,5.625.069,,,19/09/2021
21/09/2021,C. Valenciana,5.719.150,,1.213.650,863.900,213.450,8.010.150,7.482.373,"93,4%",4.033.425,3.897.147,,,19/09/2021
21/09/2021,Extremadura,1.216.295,,218.200,186.000,51.750,1.672.245,1.668.086,"99,8%",889.347,864.505,,,19/09/2021
21/09/2021,Galicia,3.117.589,,507.400,573.400,122.700,4.321.089,4.326.352,"100,1%",2.293.740,2.239.726,,,19/09/2021
21/09/2021,La Rioja,374.465,,67.600,53.300,15.200,510.565,467.002,"91,5%",255.051,246.207,,,17/09/2021
21/09/2021,Madrid,7.620.129,,1.645.800,1.220.900,321.450,10.808.279,9.562.454,"88,5%",5.251.613,5.012.430,,,19/09/2021
21/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.174.944,"90,3%",1.172.290,1.124.803,,,17/09/2021
21/09/2021,Navarra,734.325,,151.500,136.600,23.750,1.046.175,959.241,"91,7%",519.529,504.589,,,19/09/2021
21/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.276.082,"91,9%",1.783.667,1.712.031,,,19/09/2021
21/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,109.160,"77,8%",60.257,56.457,,,18/09/2021
21/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,98.904,"70,1%",55.808,52.463,,,15/09/2021
21/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,171.710,"80,9%",92.141,85.949,,,17/09/2021
21/09/2021,Sanidad Exterior,0,,4.680,0,3.285,7.965,5.882,"73,8%",4.338,4.057,,,17/09/2021
21/09/2021,Totales,53.124.021,,10.752.630,9.202.000,2.315.960,75.394.611,69.427.047,"92,1%",37.472.155,36.086.354,,,
22/09/2021,Andalucía,9.434.970,,2.019.500,1.603.000,463.400,13.520.870,12.576.598,"93,0%",6.750.003,6.517.694,,,21/09/2021
22/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.952.468,"92,4%",1.054.152,1.021.712,,,21/09/2021
22/09/2021,Asturias,1.215.365,,162.000,220.900,49.700,1.647.965,1.646.092,"99,9%",869.098,849.955,,,21/09/2021
22/09/2021,Baleares,1.272.150,,305.100,256.400,57.600,1.891.250,1.566.140,"82,8%",842.514,814.657,,,21/09/2021
22/09/2021,Canarias,2.358.690,,574.700,455.800,133.650,3.522.840,3.089.321,"87,7%",1.655.800,1.599.463,,,21/09/2021
22/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,890.329,"95,6%",475.470,456.444,,,21/09/2021
22/09/2021,Castilla y León,2.847.495,,412.400,481.200,102.200,3.843.295,3.691.118,"96,0%",1.981.082,1.923.839,,,21/09/2021
22/09/2021,Castilla - La Mancha,2.256.795,,446.800,411.700,101.375,3.216.670,2.958.196,"92,0%",1.600.380,1.521.476,,,21/09/2021
22/09/2021,Cataluña,8.368.460,,1.604.900,1.514.300,375.750,11.863.410,10.822.679,"91,2%",5.856.612,5.633.121,,,21/09/2021
22/09/2021,C. Valenciana,5.719.150,,1.213.650,863.900,213.450,8.010.150,7.502.385,"93,7%",4.037.502,3.913.944,,,21/09/2021
22/09/2021,Extremadura,1.216.295,,218.200,186.000,51.750,1.672.245,1.670.195,"99,9%",889.856,866.414,,,21/09/2021
22/09/2021,Galicia,3.117.589,,507.400,573.400,122.700,4.321.089,4.332.029,"100,3%",2.294.468,2.244.826,,,21/09/2021
22/09/2021,La Rioja,374.465,,67.600,53.300,15.200,510.565,468.623,"91,8%",255.579,247.530,,,21/09/2021
22/09/2021,Madrid,7.620.129,,1.645.800,1.220.900,321.450,10.808.279,9.576.098,"88,6%",5.254.973,5.023.867,,,21/09/2021
22/09/2021,Murcia,1.687.865,,398.000,253.100,68.300,2.407.265,2.176.449,"90,4%",1.172.837,1.125.866,,,21/09/2021
22/09/2021,Navarra,734.325,,151.500,136.600,23.750,1.046.175,959.955,"91,8%",520.114,505.111,,,21/09/2021
22/09/2021,País Vasco,2.484.900,,526.100,444.200,110.850,3.566.050,3.284.324,"92,1%",1.785.447,1.719.565,,,21/09/2021
22/09/2021,Ceuta,95.580,,22.400,18.100,4.150,140.230,109.324,"78,0%",60.385,56.505,,,21/09/2021
22/09/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,99.011,"70,2%",55.813,52.568,,,15/09/2021
22/09/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,171.816,"81,0%",92.189,86.026,,,21/09/2021
22/09/2021,Sanidad Exterior,0,,4.680,0,3.285,7.965,5.928,"74,4%",4.384,4.094,,,20/09/2021
22/09/2021,Totales,53.124.021,,10.752.630,9.202.000,2.315.960,75.394.611,69.549.078,"92,2%",37.508.658,36.184.677,,,
23/09/2021,Andalucía,9.434.970,,2.019.500,1.603.000,463.400,13.520.870,12.594.366,"93,1%",6.757.099,6.531.551,,,22/09/2021
23/09/2021,Aragón,1.508.445,,275.200,265.100,64.700,2.113.445,1.957.506,"92,6%",1.055.716,1.025.750,,,22/09/2021
23/09/2021,Asturias,1.215.365,,162.000,220.900,49.700,1.647.965,1.646.830,"99,9%",869.290,850.542,,,22/09/2021
23/09/2021,Baleares,1.272.150,,305.100,256.400,57.600,1.891.250,1.568.745,"82,9%",843.028,816.929,,,22/09/2021
23/09/2021,Canarias,2.358.690,,574.700,455.800,133.650,3.522.840,3.092.295,"87,8%",1.656.754,1.601.856,,,22/09/2021
23/09/2021,Cantabria,666.465,,114.900,125.200,24.950,931.515,892.559,"95,8%",476.070,458.328,,,22/09/2021
23/09/2021,Castilla y León,2.847.495,,412.400,481.200,102.200,3.843.295,3.695.716,"96,2%",1.982.515,1.927.346,,,22/09/2021
